ID,源实体ID,目标实体ID,关系类型,强度,描述,跨域,置信度
resource_role_relation_1156,detailed_78,detailed_61,依赖,0.6,军镇指挥官依赖评印体系进行工作,False,0.7
resource_role_relation_1157,detailed_79,detailed_61,依赖,0.6,荒域部族依赖评印体系进行工作,False,0.7
resource_role_relation_1158,detailed_12,detailed_62,依赖,0.6,巡链官依赖链法解释权进行工作,False,0.7
resource_role_relation_1159,detailed_13,detailed_62,依赖,0.6,缚司依赖链法解释权进行工作,False,0.7
resource_role_relation_1160,detailed_14,detailed_62,依赖,0.6,乡祭/里正依赖链法解释权进行工作,False,0.7
resource_role_relation_1161,detailed_15,detailed_62,依赖,0.6,被降等的黑籍户依赖链法解释权进行工作,False,0.7
resource_role_relation_1162,detailed_16,detailed_62,依赖,0.6,税收官依赖链法解释权进行工作,False,0.7
resource_role_relation_1163,detailed_17,detailed_62,依赖,0.6,链籍官依赖链法解释权进行工作,False,0.7
resource_role_relation_1164,detailed_18,detailed_62,依赖,0.6,地方领主依赖链法解释权进行工作,False,0.7
resource_role_relation_1165,detailed_19,detailed_62,依赖,0.6,民兵组织依赖链法解释权进行工作,False,0.7
resource_role_relation_1166,detailed_66,detailed_62,依赖,0.6,监管官依赖链法解释权进行工作,False,0.7
resource_role_relation_1167,detailed_67,detailed_62,依赖,0.6,高级器械师依赖链法解释权进行工作,False,0.7
resource_role_relation_1168,detailed_68,detailed_62,依赖,0.6,链法学者依赖链法解释权进行工作,False,0.7
resource_role_relation_1169,detailed_69,detailed_62,依赖,0.6,评印委员会依赖链法解释权进行工作,False,0.7
resource_role_relation_1170,detailed_76,detailed_62,依赖,0.6,断链执行官依赖链法解释权进行工作,False,0.7
resource_role_relation_1171,detailed_77,detailed_62,依赖,0.6,矿业公司依赖链法解释权进行工作,False,0.7
resource_role_relation_1172,detailed_78,detailed_62,依赖,0.6,军镇指挥官依赖链法解释权进行工作,False,0.7
resource_role_relation_1173,detailed_79,detailed_62,依赖,0.6,荒域部族依赖链法解释权进行工作,False,0.7
resource_role_relation_1174,detailed_12,detailed_70,依赖,0.6,巡链官依赖断链惩罚权进行工作,False,0.7
resource_role_relation_1175,detailed_13,detailed_70,依赖,0.6,缚司依赖断链惩罚权进行工作,False,0.7
resource_role_relation_1176,detailed_14,detailed_70,依赖,0.6,乡祭/里正依赖断链惩罚权进行工作,False,0.7
resource_role_relation_1177,detailed_15,detailed_70,依赖,0.6,被降等的黑籍户依赖断链惩罚权进行工作,False,0.7
resource_role_relation_1178,detailed_16,detailed_70,依赖,0.6,税收官依赖断链惩罚权进行工作,False,0.7
resource_role_relation_1179,detailed_17,detailed_70,依赖,0.6,链籍官依赖断链惩罚权进行工作,False,0.7
resource_role_relation_1180,detailed_18,detailed_70,依赖,0.6,地方领主依赖断链惩罚权进行工作,False,0.7
resource_role_relation_1181,detailed_19,detailed_70,依赖,0.6,民兵组织依赖断链惩罚权进行工作,False,0.7
resource_role_relation_1182,detailed_66,detailed_70,依赖,0.6,监管官依赖断链惩罚权进行工作,False,0.7
resource_role_relation_1183,detailed_67,detailed_70,依赖,0.6,高级器械师依赖断链惩罚权进行工作,False,0.7
resource_role_relation_1184,detailed_68,detailed_70,依赖,0.6,链法学者依赖断链惩罚权进行工作,False,0.7
resource_role_relation_1185,detailed_69,detailed_70,依赖,0.6,评印委员会依赖断链惩罚权进行工作,False,0.7
resource_role_relation_1186,detailed_76,detailed_70,依赖,0.6,断链执行官依赖断链惩罚权进行工作,False,0.7
resource_role_relation_1187,detailed_77,detailed_70,依赖,0.6,矿业公司依赖断链惩罚权进行工作,False,0.7
resource_role_relation_1188,detailed_78,detailed_70,依赖,0.6,军镇指挥官依赖断链惩罚权进行工作,False,0.7
resource_role_relation_1189,detailed_79,detailed_70,依赖,0.6,荒域部族依赖断链惩罚权进行工作,False,0.7
resource_role_relation_1190,detailed_12,detailed_71,依赖,0.6,巡链官依赖矿脉开采权进行工作,False,0.7
resource_role_relation_1191,detailed_13,detailed_71,依赖,0.6,缚司依赖矿脉开采权进行工作,False,0.7
resource_role_relation_1192,detailed_14,detailed_71,依赖,0.6,乡祭/里正依赖矿脉开采权进行工作,False,0.7
resource_role_relation_1193,detailed_15,detailed_71,依赖,0.6,被降等的黑籍户依赖矿脉开采权进行工作,False,0.7
resource_role_relation_1194,detailed_16,detailed_71,依赖,0.6,税收官依赖矿脉开采权进行工作,False,0.7
resource_role_relation_1195,detailed_17,detailed_71,依赖,0.6,链籍官依赖矿脉开采权进行工作,False,0.7
resource_role_relation_1196,detailed_18,detailed_71,依赖,0.6,地方领主依赖矿脉开采权进行工作,False,0.7
resource_role_relation_1197,detailed_19,detailed_71,依赖,0.6,民兵组织依赖矿脉开采权进行工作,False,0.7
resource_role_relation_1198,detailed_66,detailed_71,依赖,0.6,监管官依赖矿脉开采权进行工作,False,0.7
resource_role_relation_1199,detailed_67,detailed_71,依赖,0.6,高级器械师依赖矿脉开采权进行工作,False,0.7
resource_role_relation_1200,detailed_68,detailed_71,依赖,0.6,链法学者依赖矿脉开采权进行工作,False,0.7
resource_role_relation_1201,detailed_69,detailed_71,依赖,0.6,评印委员会依赖矿脉开采权进行工作,False,0.7
resource_role_relation_1202,detailed_76,detailed_71,依赖,0.6,断链执行官依赖矿脉开采权进行工作,False,0.7
resource_role_relation_1203,detailed_77,detailed_71,依赖,0.6,矿业公司依赖矿脉开采权进行工作,False,0.7
resource_role_relation_1204,detailed_78,detailed_71,依赖,0.6,军镇指挥官依赖矿脉开采权进行工作,False,0.7
resource_role_relation_1205,detailed_79,detailed_71,依赖,0.6,荒域部族依赖矿脉开采权进行工作,False,0.7
resource_role_relation_1206,detailed_12,detailed_72,依赖,0.6,巡链官依赖军镇建设权进行工作,False,0.7
resource_role_relation_1207,detailed_13,detailed_72,依赖,0.6,缚司依赖军镇建设权进行工作,False,0.7
resource_role_relation_1208,detailed_14,detailed_72,依赖,0.6,乡祭/里正依赖军镇建设权进行工作,False,0.7
resource_role_relation_1209,detailed_15,detailed_72,依赖,0.6,被降等的黑籍户依赖军镇建设权进行工作,False,0.7
resource_role_relation_1210,detailed_16,detailed_72,依赖,0.6,税收官依赖军镇建设权进行工作,False,0.7
resource_role_relation_1211,detailed_17,detailed_72,依赖,0.6,链籍官依赖军镇建设权进行工作,False,0.7
resource_role_relation_1212,detailed_18,detailed_72,依赖,0.6,地方领主依赖军镇建设权进行工作,False,0.7
resource_role_relation_1213,detailed_19,detailed_72,依赖,0.6,民兵组织依赖军镇建设权进行工作,False,0.7
resource_role_relation_1214,detailed_66,detailed_72,依赖,0.6,监管官依赖军镇建设权进行工作,False,0.7
resource_role_relation_1215,detailed_67,detailed_72,依赖,0.6,高级器械师依赖军镇建设权进行工作,False,0.7
resource_role_relation_1216,detailed_68,detailed_72,依赖,0.6,链法学者依赖军镇建设权进行工作,False,0.7
resource_role_relation_1217,detailed_69,detailed_72,依赖,0.6,评印委员会依赖军镇建设权进行工作,False,0.7
resource_role_relation_1218,detailed_76,detailed_72,依赖,0.6,断链执行官依赖军镇建设权进行工作,False,0.7
resource_role_relation_1219,detailed_77,detailed_72,依赖,0.6,矿业公司依赖军镇建设权进行工作,False,0.7
resource_role_relation_1220,detailed_78,detailed_72,依赖,0.6,军镇指挥官依赖军镇建设权进行工作,False,0.7
resource_role_relation_1221,detailed_79,detailed_72,依赖,0.6,荒域部族依赖军镇建设权进行工作,False,0.7
law_role_relation_1222,detailed_6,detailed_12,制约,0.5,《链籍法》制约巡链官的行为,False,0.6
law_role_relation_1223,detailed_6,detailed_13,制约,0.5,《链籍法》制约缚司的行为,False,0.6
law_role_relation_1224,detailed_6,detailed_14,制约,0.5,《链籍法》制约乡祭/里正的行为,False,0.6
law_role_relation_1225,detailed_6,detailed_15,制约,0.5,《链籍法》制约被降等的黑籍户的行为,False,0.6
law_role_relation_1226,detailed_6,detailed_16,制约,0.5,《链籍法》制约税收官的行为,False,0.6
law_role_relation_1227,detailed_6,detailed_17,制约,0.5,《链籍法》制约链籍官的行为,False,0.6
law_role_relation_1228,detailed_6,detailed_18,制约,0.5,《链籍法》制约地方领主的行为,False,0.6
law_role_relation_1229,detailed_6,detailed_19,制约,0.5,《链籍法》制约民兵组织的行为,False,0.6
law_role_relation_1230,detailed_6,detailed_66,制约,0.5,《链籍法》制约监管官的行为,False,0.6
law_role_relation_1231,detailed_6,detailed_67,制约,0.5,《链籍法》制约高级器械师的行为,False,0.6
law_role_relation_1232,detailed_6,detailed_68,制约,0.5,《链籍法》制约链法学者的行为,False,0.6
law_role_relation_1233,detailed_6,detailed_69,制约,0.5,《链籍法》制约评印委员会的行为,False,0.6
law_role_relation_1234,detailed_6,detailed_76,制约,0.5,《链籍法》制约断链执行官的行为,False,0.6
law_role_relation_1235,detailed_6,detailed_77,制约,0.5,《链籍法》制约矿业公司的行为,False,0.6
law_role_relation_1236,detailed_6,detailed_78,制约,0.5,《链籍法》制约军镇指挥官的行为,False,0.6
law_role_relation_1237,detailed_6,detailed_79,制约,0.5,《链籍法》制约荒域部族的行为,False,0.6
law_role_relation_1238,detailed_7,detailed_12,制约,0.5,链祭日制约巡链官的行为,False,0.6
law_role_relation_1239,detailed_7,detailed_13,制约,0.5,链祭日制约缚司的行为,False,0.6
law_role_relation_1240,detailed_7,detailed_14,制约,0.5,链祭日制约乡祭/里正的行为,False,0.6
law_role_relation_1241,detailed_7,detailed_15,制约,0.5,链祭日制约被降等的黑籍户的行为,False,0.6
law_role_relation_1242,detailed_7,detailed_16,制约,0.5,链祭日制约税收官的行为,False,0.6
law_role_relation_1243,detailed_7,detailed_17,制约,0.5,链祭日制约链籍官的行为,False,0.6
law_role_relation_1244,detailed_7,detailed_18,制约,0.5,链祭日制约地方领主的行为,False,0.6
law_role_relation_1245,detailed_7,detailed_19,制约,0.5,链祭日制约民兵组织的行为,False,0.6
law_role_relation_1246,detailed_7,detailed_66,制约,0.5,链祭日制约监管官的行为,False,0.6
law_role_relation_1247,detailed_7,detailed_67,制约,0.5,链祭日制约高级器械师的行为,False,0.6
law_role_relation_1248,detailed_7,detailed_68,制约,0.5,链祭日制约链法学者的行为,False,0.6
law_role_relation_1249,detailed_7,detailed_69,制约,0.5,链祭日制约评印委员会的行为,False,0.6
law_role_relation_1250,detailed_7,detailed_76,制约,0.5,链祭日制约断链执行官的行为,False,0.6
law_role_relation_1251,detailed_7,detailed_77,制约,0.5,链祭日制约矿业公司的行为,False,0.6
law_role_relation_1252,detailed_7,detailed_78,制约,0.5,链祭日制约军镇指挥官的行为,False,0.6
law_role_relation_1253,detailed_7,detailed_79,制约,0.5,链祭日制约荒域部族的行为,False,0.6
law_role_relation_1254,detailed_8,detailed_12,制约,0.5,新生链测制约巡链官的行为,False,0.6
law_role_relation_1255,detailed_8,detailed_13,制约,0.5,新生链测制约缚司的行为,False,0.6
law_role_relation_1256,detailed_8,detailed_14,制约,0.5,新生链测制约乡祭/里正的行为,False,0.6
law_role_relation_1257,detailed_8,detailed_15,制约,0.5,新生链测制约被降等的黑籍户的行为,False,0.6
law_role_relation_1258,detailed_8,detailed_16,制约,0.5,新生链测制约税收官的行为,False,0.6
law_role_relation_1259,detailed_8,detailed_17,制约,0.5,新生链测制约链籍官的行为,False,0.6
law_role_relation_1260,detailed_8,detailed_18,制约,0.5,新生链测制约地方领主的行为,False,0.6
law_role_relation_1261,detailed_8,detailed_19,制约,0.5,新生链测制约民兵组织的行为,False,0.6
law_role_relation_1262,detailed_8,detailed_66,制约,0.5,新生链测制约监管官的行为,False,0.6
law_role_relation_1263,detailed_8,detailed_67,制约,0.5,新生链测制约高级器械师的行为,False,0.6
law_role_relation_1264,detailed_8,detailed_68,制约,0.5,新生链测制约链法学者的行为,False,0.6
law_role_relation_1265,detailed_8,detailed_69,制约,0.5,新生链测制约评印委员会的行为,False,0.6
law_role_relation_1266,detailed_8,detailed_76,制约,0.5,新生链测制约断链执行官的行为,False,0.6
law_role_relation_1267,detailed_8,detailed_77,制约,0.5,新生链测制约矿业公司的行为,False,0.6
law_role_relation_1268,detailed_8,detailed_78,制约,0.5,新生链测制约军镇指挥官的行为,False,0.6
law_role_relation_1269,detailed_8,detailed_79,制约,0.5,新生链测制约荒域部族的行为,False,0.6
law_role_relation_1270,detailed_9,detailed_12,制约,0.5,环约巡誓制约巡链官的行为,False,0.6
law_role_relation_1271,detailed_9,detailed_13,制约,0.5,环约巡誓制约缚司的行为,False,0.6
law_role_relation_1272,detailed_9,detailed_14,制约,0.5,环约巡誓制约乡祭/里正的行为,False,0.6
law_role_relation_1273,detailed_9,detailed_15,制约,0.5,环约巡誓制约被降等的黑籍户的行为,False,0.6
law_role_relation_1274,detailed_9,detailed_16,制约,0.5,环约巡誓制约税收官的行为,False,0.6
law_role_relation_1275,detailed_9,detailed_17,制约,0.5,环约巡誓制约链籍官的行为,False,0.6
law_role_relation_1276,detailed_9,detailed_18,制约,0.5,环约巡誓制约地方领主的行为,False,0.6
law_role_relation_1277,detailed_9,detailed_19,制约,0.5,环约巡誓制约民兵组织的行为,False,0.6
law_role_relation_1278,detailed_9,detailed_66,制约,0.5,环约巡誓制约监管官的行为,False,0.6
law_role_relation_1279,detailed_9,detailed_67,制约,0.5,环约巡誓制约高级器械师的行为,False,0.6
law_role_relation_1280,detailed_9,detailed_68,制约,0.5,环约巡誓制约链法学者的行为,False,0.6
law_role_relation_1281,detailed_9,detailed_69,制约,0.5,环约巡誓制约评印委员会的行为,False,0.6
law_role_relation_1282,detailed_9,detailed_76,制约,0.5,环约巡誓制约断链执行官的行为,False,0.6
law_role_relation_1283,detailed_9,detailed_77,制约,0.5,环约巡誓制约矿业公司的行为,False,0.6
law_role_relation_1284,detailed_9,detailed_78,制约,0.5,环约巡誓制约军镇指挥官的行为,False,0.6
law_role_relation_1285,detailed_9,detailed_79,制约,0.5,环约巡誓制约荒域部族的行为,False,0.6
law_role_relation_1286,detailed_10,detailed_12,制约,0.5,万器朝链制约巡链官的行为,False,0.6
law_role_relation_1287,detailed_10,detailed_13,制约,0.5,万器朝链制约缚司的行为,False,0.6
law_role_relation_1288,detailed_10,detailed_14,制约,0.5,万器朝链制约乡祭/里正的行为,False,0.6
law_role_relation_1289,detailed_10,detailed_15,制约,0.5,万器朝链制约被降等的黑籍户的行为,False,0.6
law_role_relation_1290,detailed_10,detailed_16,制约,0.5,万器朝链制约税收官的行为,False,0.6
law_role_relation_1291,detailed_10,detailed_17,制约,0.5,万器朝链制约链籍官的行为,False,0.6
law_role_relation_1292,detailed_10,detailed_18,制约,0.5,万器朝链制约地方领主的行为,False,0.6
law_role_relation_1293,detailed_10,detailed_19,制约,0.5,万器朝链制约民兵组织的行为,False,0.6
law_role_relation_1294,detailed_10,detailed_66,制约,0.5,万器朝链制约监管官的行为,False,0.6
law_role_relation_1295,detailed_10,detailed_67,制约,0.5,万器朝链制约高级器械师的行为,False,0.6
law_role_relation_1296,detailed_10,detailed_68,制约,0.5,万器朝链制约链法学者的行为,False,0.6
law_role_relation_1297,detailed_10,detailed_69,制约,0.5,万器朝链制约评印委员会的行为,False,0.6
law_role_relation_1298,detailed_10,detailed_76,制约,0.5,万器朝链制约断链执行官的行为,False,0.6
law_role_relation_1299,detailed_10,detailed_77,制约,0.5,万器朝链制约矿业公司的行为,False,0.6
law_role_relation_1300,detailed_10,detailed_78,制约,0.5,万器朝链制约军镇指挥官的行为,False,0.6
law_role_relation_1301,detailed_10,detailed_79,制约,0.5,万器朝链制约荒域部族的行为,False,0.6
law_role_relation_1302,detailed_11,detailed_12,制约,0.5,评印院年审制约巡链官的行为,False,0.6
law_role_relation_1303,detailed_11,detailed_13,制约,0.5,评印院年审制约缚司的行为,False,0.6
law_role_relation_1304,detailed_11,detailed_14,制约,0.5,评印院年审制约乡祭/里正的行为,False,0.6
law_role_relation_1305,detailed_11,detailed_15,制约,0.5,评印院年审制约被降等的黑籍户的行为,False,0.6
law_role_relation_1306,detailed_11,detailed_16,制约,0.5,评印院年审制约税收官的行为,False,0.6
law_role_relation_1307,detailed_11,detailed_17,制约,0.5,评印院年审制约链籍官的行为,False,0.6
law_role_relation_1308,detailed_11,detailed_18,制约,0.5,评印院年审制约地方领主的行为,False,0.6
law_role_relation_1309,detailed_11,detailed_19,制约,0.5,评印院年审制约民兵组织的行为,False,0.6
law_role_relation_1310,detailed_11,detailed_66,制约,0.5,评印院年审制约监管官的行为,False,0.6
law_role_relation_1311,detailed_11,detailed_67,制约,0.5,评印院年审制约高级器械师的行为,False,0.6
law_role_relation_1312,detailed_11,detailed_68,制约,0.5,评印院年审制约链法学者的行为,False,0.6
law_role_relation_1313,detailed_11,detailed_69,制约,0.5,评印院年审制约评印委员会的行为,False,0.6
law_role_relation_1314,detailed_11,detailed_76,制约,0.5,评印院年审制约断链执行官的行为,False,0.6
law_role_relation_1315,detailed_11,detailed_77,制约,0.5,评印院年审制约矿业公司的行为,False,0.6
law_role_relation_1316,detailed_11,detailed_78,制约,0.5,评印院年审制约军镇指挥官的行为,False,0.6
law_role_relation_1317,detailed_11,detailed_79,制约,0.5,评印院年审制约荒域部族的行为,False,0.6
law_role_relation_1318,detailed_63,detailed_12,制约,0.5,《环印律》统一版制约巡链官的行为,False,0.6
law_role_relation_1319,detailed_63,detailed_13,制约,0.5,《环印律》统一版制约缚司的行为,False,0.6
law_role_relation_1320,detailed_63,detailed_14,制约,0.5,《环印律》统一版制约乡祭/里正的行为,False,0.6
law_role_relation_1321,detailed_63,detailed_15,制约,0.5,《环印律》统一版制约被降等的黑籍户的行为,False,0.6
law_role_relation_1322,detailed_63,detailed_16,制约,0.5,《环印律》统一版制约税收官的行为,False,0.6
law_role_relation_1323,detailed_63,detailed_17,制约,0.5,《环印律》统一版制约链籍官的行为,False,0.6
law_role_relation_1324,detailed_63,detailed_18,制约,0.5,《环印律》统一版制约地方领主的行为,False,0.6
law_role_relation_1325,detailed_63,detailed_19,制约,0.5,《环印律》统一版制约民兵组织的行为,False,0.6
law_role_relation_1326,detailed_63,detailed_66,制约,0.5,《环印律》统一版制约监管官的行为,False,0.6
law_role_relation_1327,detailed_63,detailed_67,制约,0.5,《环印律》统一版制约高级器械师的行为,False,0.6
law_role_relation_1328,detailed_63,detailed_68,制约,0.5,《环印律》统一版制约链法学者的行为,False,0.6
law_role_relation_1329,detailed_63,detailed_69,制约,0.5,《环印律》统一版制约评印委员会的行为,False,0.6
law_role_relation_1330,detailed_63,detailed_76,制约,0.5,《环印律》统一版制约断链执行官的行为,False,0.6
law_role_relation_1331,detailed_63,detailed_77,制约,0.5,《环印律》统一版制约矿业公司的行为,False,0.6
law_role_relation_1332,detailed_63,detailed_78,制约,0.5,《环印律》统一版制约军镇指挥官的行为,False,0.6
law_role_relation_1333,detailed_63,detailed_79,制约,0.5,《环印律》统一版制约荒域部族的行为,False,0.6
law_role_relation_1334,detailed_64,detailed_12,制约,0.5,《工程链契》标准制约巡链官的行为,False,0.6
law_role_relation_1335,detailed_64,detailed_13,制约,0.5,《工程链契》标准制约缚司的行为,False,0.6
law_role_relation_1336,detailed_64,detailed_14,制约,0.5,《工程链契》标准制约乡祭/里正的行为,False,0.6
law_role_relation_1337,detailed_64,detailed_15,制约,0.5,《工程链契》标准制约被降等的黑籍户的行为,False,0.6
law_role_relation_1338,detailed_64,detailed_16,制约,0.5,《工程链契》标准制约税收官的行为,False,0.6
law_role_relation_1339,detailed_64,detailed_17,制约,0.5,《工程链契》标准制约链籍官的行为,False,0.6
law_role_relation_1340,detailed_64,detailed_18,制约,0.5,《工程链契》标准制约地方领主的行为,False,0.6
law_role_relation_1341,detailed_64,detailed_19,制约,0.5,《工程链契》标准制约民兵组织的行为,False,0.6
law_role_relation_1342,detailed_64,detailed_66,制约,0.5,《工程链契》标准制约监管官的行为,False,0.6
law_role_relation_1343,detailed_64,detailed_67,制约,0.5,《工程链契》标准制约高级器械师的行为,False,0.6
law_role_relation_1344,detailed_64,detailed_68,制约,0.5,《工程链契》标准制约链法学者的行为,False,0.6
law_role_relation_1345,detailed_64,detailed_69,制约,0.5,《工程链契》标准制约评印委员会的行为,False,0.6
law_role_relation_1346,detailed_64,detailed_76,制约,0.5,《工程链契》标准制约断链执行官的行为,False,0.6
law_role_relation_1347,detailed_64,detailed_77,制约,0.5,《工程链契》标准制约矿业公司的行为,False,0.6
law_role_relation_1348,detailed_64,detailed_78,制约,0.5,《工程链契》标准制约军镇指挥官的行为,False,0.6
law_role_relation_1349,detailed_64,detailed_79,制约,0.5,《工程链契》标准制约荒域部族的行为,False,0.6
law_role_relation_1350,detailed_65,detailed_12,制约,0.5,评印院年审制制约巡链官的行为,False,0.6
law_role_relation_1351,detailed_65,detailed_13,制约,0.5,评印院年审制制约缚司的行为,False,0.6
law_role_relation_1352,detailed_65,detailed_14,制约,0.5,评印院年审制制约乡祭/里正的行为,False,0.6
law_role_relation_1353,detailed_65,detailed_15,制约,0.5,评印院年审制制约被降等的黑籍户的行为,False,0.6
law_role_relation_1354,detailed_65,detailed_16,制约,0.5,评印院年审制制约税收官的行为,False,0.6
law_role_relation_1355,detailed_65,detailed_17,制约,0.5,评印院年审制制约链籍官的行为,False,0.6
law_role_relation_1356,detailed_65,detailed_18,制约,0.5,评印院年审制制约地方领主的行为,False,0.6
law_role_relation_1357,detailed_65,detailed_19,制约,0.5,评印院年审制制约民兵组织的行为,False,0.6
law_role_relation_1358,detailed_65,detailed_66,制约,0.5,评印院年审制制约监管官的行为,False,0.6
law_role_relation_1359,detailed_65,detailed_67,制约,0.5,评印院年审制制约高级器械师的行为,False,0.6
law_role_relation_1360,detailed_65,detailed_68,制约,0.5,评印院年审制制约链法学者的行为,False,0.6
law_role_relation_1361,detailed_65,detailed_69,制约,0.5,评印院年审制制约评印委员会的行为,False,0.6
law_role_relation_1362,detailed_65,detailed_76,制约,0.5,评印院年审制制约断链执行官的行为,False,0.6
law_role_relation_1363,detailed_65,detailed_77,制约,0.5,评印院年审制制约矿业公司的行为,False,0.6
law_role_relation_1364,detailed_65,detailed_78,制约,0.5,评印院年审制制约军镇指挥官的行为,False,0.6
law_role_relation_1365,detailed_65,detailed_79,制约,0.5,评印院年审制制约荒域部族的行为,False,0.6
law_role_relation_1366,detailed_73,detailed_12,制约,0.5,《边域缚约》执行令制约巡链官的行为,False,0.6
law_role_relation_1367,detailed_73,detailed_13,制约,0.5,《边域缚约》执行令制约缚司的行为,False,0.6
law_role_relation_1368,detailed_73,detailed_14,制约,0.5,《边域缚约》执行令制约乡祭/里正的行为,False,0.6
law_role_relation_1369,detailed_73,detailed_15,制约,0.5,《边域缚约》执行令制约被降等的黑籍户的行为,False,0.6
law_role_relation_1370,detailed_73,detailed_16,制约,0.5,《边域缚约》执行令制约税收官的行为,False,0.6
law_role_relation_1371,detailed_73,detailed_17,制约,0.5,《边域缚约》执行令制约链籍官的行为,False,0.6
law_role_relation_1372,detailed_73,detailed_18,制约,0.5,《边域缚约》执行令制约地方领主的行为,False,0.6
law_role_relation_1373,detailed_73,detailed_19,制约,0.5,《边域缚约》执行令制约民兵组织的行为,False,0.6
law_role_relation_1374,detailed_73,detailed_66,制约,0.5,《边域缚约》执行令制约监管官的行为,False,0.6
law_role_relation_1375,detailed_73,detailed_67,制约,0.5,《边域缚约》执行令制约高级器械师的行为,False,0.6
law_role_relation_1376,detailed_73,detailed_68,制约,0.5,《边域缚约》执行令制约链法学者的行为,False,0.6
law_role_relation_1377,detailed_73,detailed_69,制约,0.5,《边域缚约》执行令制约评印委员会的行为,False,0.6
law_role_relation_1378,detailed_73,detailed_76,制约,0.5,《边域缚约》执行令制约断链执行官的行为,False,0.6
law_role_relation_1379,detailed_73,detailed_77,制约,0.5,《边域缚约》执行令制约矿业公司的行为,False,0.6
law_role_relation_1380,detailed_73,detailed_78,制约,0.5,《边域缚约》执行令制约军镇指挥官的行为,False,0.6
law_role_relation_1381,detailed_73,detailed_79,制约,0.5,《边域缚约》执行令制约荒域部族的行为,False,0.6
law_role_relation_1382,detailed_74,detailed_12,制约,0.5,断链者引渡法制约巡链官的行为,False,0.6
law_role_relation_1383,detailed_74,detailed_13,制约,0.5,断链者引渡法制约缚司的行为,False,0.6
law_role_relation_1384,detailed_74,detailed_14,制约,0.5,断链者引渡法制约乡祭/里正的行为,False,0.6
law_role_relation_1385,detailed_74,detailed_15,制约,0.5,断链者引渡法制约被降等的黑籍户的行为,False,0.6
law_role_relation_1386,detailed_74,detailed_16,制约,0.5,断链者引渡法制约税收官的行为,False,0.6
law_role_relation_1387,detailed_74,detailed_17,制约,0.5,断链者引渡法制约链籍官的行为,False,0.6
law_role_relation_1388,detailed_74,detailed_18,制约,0.5,断链者引渡法制约地方领主的行为,False,0.6
law_role_relation_1389,detailed_74,detailed_19,制约,0.5,断链者引渡法制约民兵组织的行为,False,0.6
law_role_relation_1390,detailed_74,detailed_66,制约,0.5,断链者引渡法制约监管官的行为,False,0.6
law_role_relation_1391,detailed_74,detailed_67,制约,0.5,断链者引渡法制约高级器械师的行为,False,0.6
law_role_relation_1392,detailed_74,detailed_68,制约,0.5,断链者引渡法制约链法学者的行为,False,0.6
law_role_relation_1393,detailed_74,detailed_69,制约,0.5,断链者引渡法制约评印委员会的行为,False,0.6
law_role_relation_1394,detailed_74,detailed_76,制约,0.5,断链者引渡法制约断链执行官的行为,False,0.6
law_role_relation_1395,detailed_74,detailed_77,制约,0.5,断链者引渡法制约矿业公司的行为,False,0.6
law_role_relation_1396,detailed_74,detailed_78,制约,0.5,断链者引渡法制约军镇指挥官的行为,False,0.6
law_role_relation_1397,detailed_74,detailed_79,制约,0.5,断链者引渡法制约荒域部族的行为,False,0.6
law_role_relation_1398,detailed_75,detailed_12,制约,0.5,荒域开发许可制约巡链官的行为,False,0.6
law_role_relation_1399,detailed_75,detailed_13,制约,0.5,荒域开发许可制约缚司的行为,False,0.6
law_role_relation_1400,detailed_75,detailed_14,制约,0.5,荒域开发许可制约乡祭/里正的行为,False,0.6
law_role_relation_1401,detailed_75,detailed_15,制约,0.5,荒域开发许可制约被降等的黑籍户的行为,False,0.6
law_role_relation_1402,detailed_75,detailed_16,制约,0.5,荒域开发许可制约税收官的行为,False,0.6
law_role_relation_1403,detailed_75,detailed_17,制约,0.5,荒域开发许可制约链籍官的行为,False,0.6
law_role_relation_1404,detailed_75,detailed_18,制约,0.5,荒域开发许可制约地方领主的行为,False,0.6
law_role_relation_1405,detailed_75,detailed_19,制约,0.5,荒域开发许可制约民兵组织的行为,False,0.6
law_role_relation_1406,detailed_75,detailed_66,制约,0.5,荒域开发许可制约监管官的行为,False,0.6
law_role_relation_1407,detailed_75,detailed_67,制约,0.5,荒域开发许可制约高级器械师的行为,False,0.6
law_role_relation_1408,detailed_75,detailed_68,制约,0.5,荒域开发许可制约链法学者的行为,False,0.6
law_role_relation_1409,detailed_75,detailed_69,制约,0.5,荒域开发许可制约评印委员会的行为,False,0.6
law_role_relation_1410,detailed_75,detailed_76,制约,0.5,荒域开发许可制约断链执行官的行为,False,0.6
law_role_relation_1411,detailed_75,detailed_77,制约,0.5,荒域开发许可制约矿业公司的行为,False,0.6
law_role_relation_1412,detailed_75,detailed_78,制约,0.5,荒域开发许可制约军镇指挥官的行为,False,0.6
law_role_relation_1413,detailed_75,detailed_79,制约,0.5,荒域开发许可制约荒域部族的行为,False,0.6
resource_role_relation_1414,detailed_32,detailed_20,依赖,0.6,评印院执事依赖链算所参数与标准进行工作,False,0.7
resource_role_relation_1415,detailed_33,detailed_20,依赖,0.6,链算所监理依赖链算所参数与标准进行工作,False,0.7
resource_role_relation_1416,detailed_34,detailed_20,依赖,0.6,宗匠依赖链算所参数与标准进行工作,False,0.7
resource_role_relation_1417,detailed_35,detailed_20,依赖,0.6,公会头人依赖链算所参数与标准进行工作,False,0.7
